Found 1291 records.

ID: 1 | Date: 2026-02-16T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 859 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 880 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 881 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 882 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 903 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 904 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 905 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 926 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 927 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 928 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 949 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 950 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 951 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 972 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 973 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 974 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 995 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 996 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 997 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 1018 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1019 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 1020 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 1041 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1042 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 1043 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 1064 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1065 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 1066 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 1087 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1088 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 1089 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 1110 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1111 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 1112 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 1133 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1134 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 1135 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 1156 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1157 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 1158 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 1179 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1180 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 1181 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 1202 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1203 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 1204 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 1225 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1226 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 1227 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 1248 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1249 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 1250 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 1271 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1272 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 1273 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 1276 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1277 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1278 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1279 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1280 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1281 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1282 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1283 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1284 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1285 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1286 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1287 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1288 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1289 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1290 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 1291 | Date: 2026-02-12T18:30:00.000Z | Mess: [Mess B] | Meal: [breakfast] | Quality: [Good]
ID: 14 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 15 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 16 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 34 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 35 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 36 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 54 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 55 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 56 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 74 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 75 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 76 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 94 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 95 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 96 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 114 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 115 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 116 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 134 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 135 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 136 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 154 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 155 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 156 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 174 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 175 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 176 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 194 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 195 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 196 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 214 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 215 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 216 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 234 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 235 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 236 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 254 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 255 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 256 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 274 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 275 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 276 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 294 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 295 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 296 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 314 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 315 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 316 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 334 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 335 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 336 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 354 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 355 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 356 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 374 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 375 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 376 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 394 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Good]
ID: 395 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Good]
ID: 396 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Bad]
ID: 417 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 418 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 419 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 440 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 441 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 442 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 463 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 464 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 465 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 486 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 487 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 488 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 509 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 510 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 511 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 532 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 533 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 534 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 555 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 556 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 557 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 578 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 579 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 580 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 601 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 602 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 603 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 624 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 625 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 626 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 647 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 648 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 649 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 670 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 671 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 672 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 693 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 694 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 695 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 716 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 717 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 718 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 739 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 740 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 741 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 762 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 763 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 764 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 785 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 786 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 787 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 808 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 809 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 810 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 831 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 832 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 833 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 854 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 855 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 856 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 877 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 878 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 879 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 900 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 901 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 902 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 923 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 924 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 925 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 946 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 947 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 948 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 969 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 970 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 971 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 992 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 993 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 994 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 1015 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 1016 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 1017 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 1038 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 1039 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 1040 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 1061 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 1062 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 1063 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 1084 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 1085 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 1086 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 1107 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 1108 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 1109 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 1130 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 1131 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 1132 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 1153 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 1154 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 1155 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 1176 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 1177 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
ID: 1178 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess B] | Meal: [dinner] | Quality: [Good]
ID: 1199 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [breakfast] | Quality: [Bad]
ID: 1200 | Date: 2026-02-11T18:30:00.000Z | Mess: [Mess A] | Meal: [lunch] | Quality: [Bad]
